,slo,cost,emission,overhead,optimal slo,optimal cost,optimal emission
0,0.645316757,5282534208,7.95359E+12,2.356,0.925867802,4186429715,2.06783E+12
1,0.64460739,,,,0.960260093,,
2,0.673987534,,,,0.912571237,,
3,0.639833248,,,,0.931906999,,
4,0.602506229,,,,0.946384051,,
5,0.678361986,,,,0.906207375,,
6,0.658598299,,,,0.906081184,,
7,0.658193225,,,,0.977429243,,
8,0.699017477,,,,0.926526928,,
9,0.675426749,,,,0.967442748,,
10,0.610018771,,,,0.939350778,,
11,0.644521313,,,,0.942831447,,
12,0.488729494,,,,0.894324242,,
13,0.748356827,,,,0.989893271,,
14,0.644808625,,,,0.964540567,,
15,0.704985294,,,,0.979098301,,
16,0.536695122,,,,0.82845499,,
17,0.692164662,,,,0.93829357,,
18,0.588770817,,,,0.953400797,,
19,0.703317494,,,,0.966124303,,
20,0.558703237,,,,0.91553128,,
21,0.604293172,,,,0.939617269,,
22,0.664099191,,,,0.931515586,,
23,0.685968396,,,,0.926071893,,
24,0.671010243,,,,0.969834799,,
25,0.671904793,,,,0.948632678,,
26,0.613923776,,,,0.92839967,,
27,0.737545934,,,,0.963098876,,
28,0.620131608,,,,0.898285592,,
29,0.620354246,,,,0.944808793,,
30,0.494173399,,,,0.939474674,,
31,0.700899382,,,,0.95598269,,
32,0.667763451,,,,0.912059831,,
33,0.586180717,,,,0.91466194,,
34,0.655375068,,,,0.972673322,,
35,0.624125199,,,,0.9534311,,
36,0.687079017,,,,0.959478294,,
37,0.608814258,,,,0.937051718,,
38,0.618231444,,,,0.930188487,,
39,0.64501074,,,,0.905701399,,
40,0.556053546,,,,0.820805232,,
41,0.652491619,,,,0.938814251,,
42,0.623182643,,,,0.897748931,,
43,0.580214067,,,,0.918526087,,
44,0.505899909,,,,0.90042046,,
45,0.574309471,,,,0.880676612,,
46,0.651229472,,,,1,,
47,0.752172148,,,,0.925897861,,
48,0.678863089,,,,0.917835143,,
49,0.724203304,,,,0.982789301,,
50,0.592815906,,,,0.901234877,,
51,0.631110599,,,,0.865439365,,
52,0.689331786,,,,0.921520562,,
53,0.627720426,,,,0.947890916,,
54,0.590378777,,,,0.982119779,,
55,0.637273674,,,,0.96731138,,
56,0.627907932,,,,0.976713261,,
57,0.635072248,,,,0.945750136,,
58,0.72170786,,,,0.97063431,,
59,0.668717658,,,,0.937739493,,